Depth,Sonic 
0.27652,0.576806445
0.27662,0.572058838
0.27672,0.572012904
0.27682,0.574161959
0.27692,0.577787464
0.27702,0.579355782
0.27712,0.576944247
0.27722,0.573056262
0.27732,0.570992513
0.27742,0.572009623
0.27752,0.575024862
0.27762,0.578843946
0.27772,0.584395398
0.27782,0.58902817
0.27902,0.597266761
0.27912,0.595495021
0.27922,0.597181455
0.27942,0.603500661
0.27952,0.60497383
0.27962,0.604993516
0.27972,0.602011087
0.27982,0.595734534
0.27992,0.589284088
0.28002,0.586275411
0.28012,0.585100813
0.28022,0.583378288
0.28032,0.586029336
0.28772,0.592269798
0.28782,0.584359307
0.28792,0.582118384
0.28802,0.584897391
0.28812,0.59132487
0.28822,0.598825236
0.28832,0.606535586
0.28842,0.613661918
0.28852,0.616286718
0.28862,0.610820572
0.28872,0.598487293
0.28882,0.589700775
0.28892,0.595124268
0.28902,0.60510507
0.28912,0.60464573
0.28932,0.588168548
0.28942,0.591570945
0.28962,0.614442796
0.28972,0.602050459
0.28982,0.584067298
0.28992,0.580379454
0.29002,0.593674066
0.29012,0.609915016
0.29022,0.609616445
0.29032,0.590596488
0.29042,0.574988771
0.29052,0.581304696
0.29062,0.601354887
0.29072,0.613097586
0.29082,0.607037579
0.29092,0.595370343
0.29102,0.59365438
0.29112,0.606214048
0.29122,0.623586943
0.29132,0.629312288
0.29142,0.617759887
0.29152,0.59552455
0.29162,0.573958537
0.29172,0.565450904
0.29182,0.575894327
0.29222,0.602178418
0.29232,0.613343661
0.29242,0.629702727
0.29252,0.637504945
0.29592,0.572468963
0.29602,0.594756796
0.29612,0.614708557
0.29622,0.625224162
0.29632,0.625355402
0.29642,0.614790582
0.29752,0.55326527
0.29762,0.578046663
0.29772,0.610085628
0.29782,0.627058241
0.29792,0.628462509
0.29802,0.625847552
0.29812,0.622586238
0.29822,0.618776997
0.29832,0.615564898
0.29842,0.613999861
0.29852,0.6107812
0.29862,0.601564871
0.29932,0.580930662
0.29942,0.589316898
0.29952,0.601230209
0.29962,0.614400143
0.29972,0.624197209
0.29982,0.625890205
0.29992,0.618737625
0.30002,0.604721193
0.30012,0.590868811
0.30022,0.58574717
0.30032,0.591761243
0.30042,0.60526912
0.30052,0.617782854
0.30062,0.62380677
0.30072,0.624443284
0.30082,0.623009487
0.30092,0.619941752
0.30102,0.612703866
0.30112,0.604301225
0.30122,0.602667287
0.30132,0.608540277
0.30142,0.61379972
0.30152,0.614045795
0.30162,0.612986032
0.30172,0.613835811
0.30182,0.614672466
0.30192,0.611735971
0.30202,0.602398245
0.30212,0.591019737
0.30222,0.588017622
0.30232,0.597253637
0.30242,0.613717695
0.30252,0.626864662
0.30262,0.627684912
0.30272,0.619256023
0.30282,0.610013446
0.30292,0.603051164
0.30302,0.599015534
0.30312,0.600055611
0.30322,0.606896496
0.30332,0.614780739
0.30342,0.615994709
0.30352,0.60897665
0.30362,0.600009677
0.30492,0.605055855
0.30502,0.600472298
0.30512,0.609022584
0.30522,0.623705059
0.30532,0.631687732
0.30542,0.626684207
0.30552,0.61317633
0.30562,0.602024211
0.3057132,0.547049214
0.30602,0.612966346
0.30612,0.61429187
0.30622,0.613497868
0.30632,0.608185929
0.30642,0.598073887
0.30652,0.586373841
0.3066288,0.555889003
0.3067812,0.560353788
0.3069336,0.558933443
0.307086,0.552250374
0.3072384,0.542172782
0.3073908,0.531398634
0.3075432,0.522857207
0.3076956,0.522136043
0.307848,0.522299437
0.3080004,0.523864146
0.3081528,0.526435794
0.3083052,0.528121572
0.3084576,0.529397224
0.30861,0.530362167
0.3087624,0.530809367
0.3089148,0.531232944
0.3090672,0.530831021
0.30912,0.583086279
0.3092196,0.52937721
0.30922,0.592696328
0.30932,0.607316464
0.309372,0.527758365
0.30942,0.618471864
0.30952,0.624344854
0.3095244,0.525884586
0.30962,0.626139561
0.3096768,0.524096113
0.30972,0.624636863
0.30982,0.620630762
0.3098292,0.523542936
0.30992,0.615666609
0.3099816,0.523277503
0.310134,0.523886129
0.3102864,0.527066402
0.3104388,0.53082774
0.3105912,0.533855119
0.3107436,0.53478233
0.310896,0.533715677
0.3110484,0.532935783
0.3112008,0.533818044
0.3113532,0.535169488
0.3115056,0.535006094
0.3116568,0.537461804
0.311658,0.539181166
0.3118092,0.574700826
0.3118104,0.543362473
0.3119628,0.551489838
0.3121152,0.559604407
0.3122676,0.566769783
0.31242,0.569022518
0.3125724,0.57013248
0.3127248,0.568490668
0.3128772,0.568127133
0.3130296,0.573113597
0.313182,0.577708637
0.3133332,0.589060779
0.3133344,0.577223705
0.3134856,0.566291623
0.3134868,0.56853168
0.313638,0.584273143
0.3136392,0.55360149
0.3137916,0.538402585
0.313944,0.529980586
0.3140952,0.568163762
0.3140964,0.525752033
0.3142476,0.562146736
0.3142488,0.523904502
0.3144,0.559487485
0.3144012,0.526025997
0.3145524,0.563490305
0.3145536,0.529558978
0.3147048,0.568523687
0.314706,0.535199345
0.3148572,0.569650055
0.3148584,0.54230271
0.3150096,0.563506382
0.3150108,0.546044034
0.315162,0.563966378
0.3151632,0.546585727
0.3153144,0.562780625
0.3153156,0.545331401
0.3154668,0.5653631
0.315468,0.542729896
0.3156192,0.55646634
0.3156204,0.539780277
0.3157716,0.528956796
0.3157728,0.537371039
0.3159252,0.535159317
0.3160776,0.532373748
0.3162288,0.537155687
0.31623,0.52970367
0.3163812,0.566922887
0.3163824,0.527498182
0.3165336,0.574958384
0.3165348,0.528140601
0.316686,0.571911648
0.3166872,0.531365824
0.3168384,0.573967522
0.3168396,0.537675516
0.3169908,0.577777092
0.316992,0.544590223
0.3171432,0.580332662
0.3171444,0.549921848
0.3172956,0.572794893
0.3172968,0.551545615
0.317448,0.571471666
0.3174492,0.548885052
0.3176004,0.574633237
0.3176016,0.542299429
0.3177528,0.571776471
0.317754,0.535692479
0.3179052,0.56206832
0.3179064,0.532187715
0.3180576,0.538046478
0.3180588,0.532621463
0.3182112,0.534925381
0.3183636,0.535794518
0.318516,0.531854365
0.3186672,0.532071121
0.3186684,0.525872774
0.3188196,0.541681826
0.3188208,0.521487718
0.318972,0.553963922
0.3189732,0.521131401
0.3191244,0.570829246
0.3191256,0.524415354
0.3192768,0.560064613
0.319278,0.529402474
0.3194292,0.562052243
0.3194304,0.532044335
0.3195816,0.567675549
0.3195828,0.530933389
0.319734,0.568911173
0.3197352,0.526751754
0.3198864,0.560075768
0.3198876,0.522874268
0.3200388,0.556853498
0.32004,0.521532996
0.3201912,0.558983524
0.3201924,0.522820132
0.3203436,0.560741811
0.3203448,0.524722784
0.320496,0.560515422
0.3204972,0.525131268
0.3206484,0.558748604
0.3206496,0.524134829
0.3208008,0.555108006
0.320802,0.524025571
0.3209532,0.55598469
0.3209544,0.526230731
0.3211056,0.553357921
0.3211068,0.529214145
0.321258,0.550145166
0.3212592,0.531306766
0.3214104,0.552716157
0.3214116,0.53138551
0.3215628,0.547771034
0.321564,0.529123589
0.3217152,0.544370934
0.3217164,0.526674651
0.3218676,0.545122939
0.3218688,0.52685773
0.32202,0.544626196
0.3220212,0.528909996
0.3221724,0.550071999
0.3221736,0.531387479
0.3223248,0.533454391
0.322326,0.532817667
0.3224784,0.531735265
0.3226308,0.528686232
0.3227832,0.526400687
0.3229356,0.525412122
0.3230868,0.539657449
0.323088,0.52577861
0.3232392,0.549333774
0.3232404,0.527131694
0.3233916,0.557816144
0.3233928,0.528076294
0.323544,0.558640659
0.3235452,0.528135024
0.3236964,0.561003307
0.3236976,0.527010297
0.3238488,0.565422158
0.32385,0.525232323
0.3240012,0.563055245
0.3240024,0.523169886
0.3241536,0.558807006
0.3241548,0.521588444
0.324306,0.555375736
0.3243072,0.519877075
0.3244584,0.552354591
0.3244596,0.518942646
0.3246108,0.549942728
0.324612,0.517972782
0.3247632,0.547854043
0.3247644,0.517761158
0.3249156,0.547021654
0.3249168,0.528030688
0.325068,0.549020111
0.3250692,0.53504645
0.3252204,0.550477531
0.3252216,0.535691167
0.3253728,0.550175023
0.325374,0.529536995
0.3255252,0.553775264
0.3255264,0.520399738
0.3256776,0.557716401
0.3256788,0.522489407
0.32583,0.560706049
0.3258312,0.544460295
0.3259824,0.557954274
0.3259836,0.569783382
0.3261348,0.553614495
0.326136,0.57763908
0.3262872,0.555001374
0.3262884,0.567730788
0.3264396,0.55993042
0.3264408,0.542043511
0.326592,0.559842489
0.3265932,0.52123869
0.3267444,0.559098359
0.3267456,0.510091164
0.3268968,0.558148181
0.326898,0.510114787
0.3270492,0.552243365
0.3270504,0.509171828
0.3272016,0.550823677
0.3272028,0.507274098
0.327354,0.547225732
0.3273552,0.505227082
0.3275076,0.50421194
0.32766,0.503388081
0.3278124,0.503838891
0.3279648,0.504974773
0.328116,0.535422663
0.3281172,0.506759965
0.3282684,0.554063008
0.3282696,0.50823379
0.3284208,0.558463485
0.328422,0.509232527
0.3285732,0.559035691
0.3285744,0.507991652
0.3287256,0.559726998
0.3287268,0.506258956
0.328878,0.556814783
0.3288792,0.514271158
0.3290304,0.560214883
0.3290316,0.521124183
0.3291828,0.565237766
0.329184,0.525636542
0.3293352,0.567873721
0.3293364,0.53294497
0.3294876,0.567126309
0.3294888,0.543178081
0.32964,0.569076536
0.3296412,0.554443722
0.3297924,0.564381425
0.3297936,0.572447554
0.3299448,0.560180104
0.329946,0.571640099
0.3300972,0.557492637
0.3300984,0.554146792
0.3302496,0.557126806
0.3302508,0.533427277
0.330402,0.560499017
0.3304032,0.516734205
0.3305544,0.562100474
0.3305556,0.508164889
0.3307068,0.559647926
0.330708,0.510040637
0.3308592,0.557697043
0.3308604,0.509360157
0.3310116,0.557509698
0.3310128,0.507625493
0.331164,0.560300189
0.3311652,0.506275689
0.3313164,0.564176034
0.3313176,0.506713047
0.3314688,0.568487268
0.33147,0.508912957
0.3316212,0.571872604
0.3316224,0.510711273
0.3317736,0.57010677
0.3317748,0.511047576
0.331926,0.567757902
0.3319272,0.510235856
0.3320784,0.564785316
0.3320796,0.508923128
0.3322308,0.561122407
0.332232,0.509034026
0.3323832,0.556847264
0.3323844,0.510656152
0.3325356,0.551838162
0.3325368,0.512010877
0.332688,0.54517281
0.3326892,0.512372115
0.3328404,0.537669491
0.3328416,0.51164603
0.332994,0.51012988
0.33302,0.564438462
0.33312,0.563469255
0.3331464,0.508388653
0.33322,0.562597821
0.3332988,0.506748153
0.33342,0.562997775
0.3334512,0.506146418
0.33352,0.562843896
0.3336036,0.506611992
0.333756,0.50824068
0.3339084,0.510494727
0.3340608,0.512841298
0.3342132,0.513946995
0.3343656,0.514365651
0.334518,0.514066424
0.3346704,0.512968929
0.3348228,0.512232673
0.3349752,0.513444674
0.3351276,0.515075003
0.33528,0.517371047
0.3354324,0.51964314
0.3355848,0.520231751
0.335736,0.569769811
0.3357372,0.520041781
0.3358884,0.573995083
0.3358896,0.520263577
0.3360408,0.577996262
0.336042,0.520203206
0.3361932,0.575009568
0.3361944,0.521237049
0.3363456,0.568583401
0.3363468,0.522336184
0.3364992,0.522292547
0.3366516,0.520974569
0.336804,0.520107729
0.3369564,0.518590923
0.3371076,0.537374201
0.3371088,0.517351033
0.33726,0.553406152
0.3372612,0.51560751
0.3374124,0.542463689
0.3374136,0.514490329
0.337566,0.514017865
0.3377184,0.514765605
0.33772,0.562443942
0.33782,0.56256698
0.3378708,0.515083206
0.33792,0.562700516
0.33802,0.562828475
0.3380232,0.514757402
0.33812,0.563064379
0.3381756,0.513330167
0.33822,0.563126062
0.33832,0.562802884
0.338328,0.513004364
0.33842,0.562551887
0.3384804,0.51403952
0.33852,0.562613242
0.33862,0.562761871
0.3386328,0.516204652
0.33872,0.562895408
0.3387852,0.519076839
0.33882,0.563110641
0.3389376,0.521120902
0.33902,0.563423321
0.33909,0.521576633
0.33912,0.5632386
0.3392424,0.52053065
0.33932,0.562838975
0.3393948,0.518290711
0.33942,0.562921
0.33952,0.562884909
0.3395472,0.515331906
0.33962,0.562849146
0.3396996,0.513485031
0.339852,0.511647671
0.3400044,0.511785801
0.3401568,0.513365602
0.3403092,0.515703643
0.3404616,0.517027854
0.340614,0.517539034
0.3407664,0.516000901
0.3409188,0.513289811
0.3410712,0.508741361
0.3412236,0.505128324
0.341376,0.502463495
0.3415284,0.502632139
0.3416808,0.504717542
0.3418332,0.50766749
0.3419856,0.508877522
0.342138,0.511071199
0.3422904,0.513180554
0.3424428,0.515829961
0.3425952,0.51869854
0.3427476,0.521090717
0.3429,0.52256487
0.3430524,0.524055756
0.3432048,0.524689318
0.3433572,0.52502562
0.3435096,0.525065976
0.343662,0.524413714
0.3438144,0.523845444
0.3439668,0.523235506
0.3441192,0.52301896
0.3442716,0.524321189
0.344424,0.526368533
0.3445764,0.527770177
0.3447288,0.52822722
0.3448812,0.527269496
0.3450336,0.526632654
0.345186,0.527208797
0.3453384,0.52886964
0.3454908,0.530726686
0.3456432,0.532071568
0.3457956,0.532076489
0.345948,0.531417664
0.3461004,0.529839503
0.3462528,0.528197363
0.3464052,0.52716516
0.3465576,0.526055854
0.34671,0.525711349
0.3468624,0.526280931
0.3470148,0.527750491
0.3471672,0.529531745
0.3473196,0.531668333
0.347472,0.532182465
0.3476244,0.531027553
0.3477768,0.528245922
0.3479292,0.524368436
0.3480816,0.521453923
0.348234,0.520245203
0.3483864,0.520415159
0.3485388,0.521219988
0.3486912,0.52307769
0.3488436,0.524605324
0.348996,0.526228763
0.3491484,0.527360052
0.3493008,0.527483089
0.3494532,0.526689415
0.3496056,0.525344861
0.349758,0.524484583
0.3499104,0.524364827
0.3500628,0.525213949
0.3502152,0.524416666
0.3503676,0.52301732
0.35052,0.520788209
0.3506724,0.519442014
0.3508248,0.519934164
0.3509772,0.529929731
0.3511296,0.545407192
0.351282,0.562735137
0.3514344,0.576360802
0.3515868,0.585228689
0.3534156,0.578961979
0.353568,0.553928933
0.3537204,0.533171031
0.3538728,0.521971337
0.3540252,0.523370027
0.3541776,0.52508599
0.35433,0.526276337
0.3544824,0.528199003
0.3546348,0.531725422
0.3547872,0.534747223
0.3549396,0.536081934
0.355092,0.534836466
0.3552444,0.531873395
0.3553968,0.529027784
0.3555492,0.528004112
0.3557016,0.528368631
0.355854,0.528980537
0.3560064,0.529667907
0.3561588,0.529820802
0.3563112,0.529278124
0.3564636,0.528222298
0.356616,0.527160239
0.3567684,0.526699586
0.3569208,0.527941773
0.3570732,0.529612458
0.3572256,0.531249677
0.357378,0.532429525
0.3575304,0.533535878
0.3576828,0.534135645
0.3578352,0.53384462
0.3579876,0.532720549
0.35814,0.531557107
0.3582924,0.530155464
0.3584448,0.529462844
0.3585972,0.529830973
0.3587496,0.530194179
0.358902,0.534358096
0.3590544,0.537188943
0.3592068,0.538595508
0.3593592,0.538243129
0.3595116,0.537339869
0.359664,0.536783084
0.3598164,0.538828131
0.3599688,0.53840685
0.3601212,0.536142304
0.3602736,0.532631306
0.360426,0.529424457
0.3605784,0.529674797
0.3607308,0.53227499
0.3608832,0.536157725
0.3610356,0.53889736
0.361188,0.538973151
0.3613404,0.536663327
0.3614928,0.533639886
0.3616452,0.530925186
0.3617976,0.530165635
0.36195,0.529346697
0.3621024,0.527205516
0.3622548,0.521070046
0.3624072,0.517963596
0.3625596,0.519899058
0.362712,0.528310557
0.3628644,0.547929297
0.3630168,0.573251727
0.3636264,0.582584531
0.3637788,0.556460553
0.3639312,0.536727635
0.3640836,0.529217754
0.364236,0.532032852
0.3643884,0.532409182
0.3645408,0.530067861
0.3646932,0.525118144
0.3648456,0.519917759
0.364998,0.517342502
0.3651504,0.517253587
0.3653028,0.526443668
0.3654552,0.543961583
0.3656076,0.565177842
0.36576,0.58296119
0.367284,0.572958405
0.3674364,0.559219218
0.3675888,0.544006861
0.3677412,0.532459382
0.3678936,0.527864669
0.368046,0.530230598
0.3681984,0.53051867
0.3683508,0.528650797
0.3685032,0.526130005
0.3686556,0.521377804
0.368808,0.518401937
0.3689604,0.518186376
0.3691128,0.528516604
0.3692652,0.538865534
0.3694176,0.545607661
0.36957,0.543426124
0.3697224,0.537174179
0.3698748,0.530046206
0.3700272,0.529223988
0.3701796,0.526882994
0.370332,0.52477528
0.3704844,0.523247318
0.3706368,0.524318236
0.3707892,0.526531271
0.3709416,0.528989396
0.371094,0.530269642
0.3712464,0.532250054
0.3713988,0.532377357
0.3715512,0.532822917
0.3717036,0.532530251
0.371856,0.532775998
0.3720084,0.532794372
0.3721608,0.533265195
0.3723132,0.532410823
0.3724656,0.530747028
0.372618,0.529246298
0.3727704,0.529422816
0.3729228,0.531241475
0.3730752,0.53422456
0.3732276,0.535765974
0.37338,0.534579236
0.3735324,0.531750358
0.3736848,0.529051079
0.3738372,0.527709806
0.3739896,0.527402376
0.374142,0.527713415
0.3742944,0.527802002
0.3744468,0.528276435
0.3745992,0.529229237
0.3747516,0.530866456
0.374904,0.531721813
0.3750564,0.532113564
0.3752088,0.531854693
0.3753612,0.531811056
0.3755136,0.531654552
0.375666,0.53158762
0.3758184,0.531641428
0.3759708,0.531792683
0.3761232,0.53265821
0.3762756,0.533880055
0.376428,0.533612981
0.3765804,0.531553826
0.3767328,0.527512946
0.3768852,0.522823741
0.3770376,0.528297761
0.37719,0.543745037
0.3773424,0.564236523
0.3774948,0.578223754
0.3776472,0.571914719
0.3777996,0.547622851
0.377952,0.529348338
0.3781044,0.523686644
0.3782568,0.52709101
0.3784092,0.532441992
0.3785616,0.531565965
0.378714,0.52668515
0.3788664,0.527488011
0.3790188,0.530539997
0.3791712,0.530039644
0.3793236,0.527331507
0.379476,0.525279569
0.3796284,0.524909801
0.3797808,0.527128085
0.3799332,0.5298815
0.3800856,0.530654504
0.380238,0.530619397
0.3803904,0.52987461
0.3805428,0.529557337
0.3806952,0.530284735
0.3808476,0.531920313
0.381,0.532224462
0.3811524,0.532069927
0.3813048,0.53260473
0.3814572,0.533078506
0.3816096,0.533111973
0.381762,0.532955797
0.3819144,0.532371123
0.3820668,0.532900348
0.3822192,0.5357476
0.3823716,0.538951168
0.382524,0.540184824
0.3826764,0.540144796
0.3828288,0.538044956
0.3829812,0.53620169
0.3831336,0.534432903
0.383286,0.532656898
0.3834384,0.530764089
0.3835908,0.530977682
0.3837432,0.533067023
0.3838956,0.536643313
0.384048,0.539756326
0.3842004,0.539532562
0.3843528,0.53663511
0.3845052,0.533007965
0.3846576,0.529915294
0.38481,0.528300058
0.3849624,0.528158647
0.3851148,0.527945382
0.3852672,0.527112992
0.3854196,0.526386907
0.385572,0.525543362
0.3857244,0.525566657
0.3858756,0.535082423
0.3858768,0.525680836
0.386028,0.542477797
0.3860292,0.525030542
0.3861804,0.54958149
0.3861816,0.524030493
0.3863328,0.543454222
0.386334,0.523415305
0.3864852,0.537686881
0.3864864,0.523153153
0.3866376,0.535766183
0.3866388,0.523512751
0.38679,0.53483602
0.3867912,0.523302439
0.3869436,0.521890625
0.387096,0.519707119
0.3872484,0.518198187
0.3874008,0.516944189
0.3875532,0.517527551
0.3877056,0.518614546
0.387858,0.520139555
0.3880104,0.521117293
0.3881628,0.522180009
0.3883152,0.521941152
0.3884676,0.521885703
0.38862,0.520278669
0.3887724,0.520104448
0.3889248,0.521566134
0.3890772,0.524681115
0.3892296,0.527753115
0.389382,0.530764089
0.3895344,0.53171197
0.3896868,0.531782511
0.3898392,0.530834302
0.3899916,0.529350306
0.390144,0.528691481
0.3902964,0.528810582
0.3904488,0.529215785
0.3906012,0.53242165
0.3907536,0.537023253
0.390906,0.541676039
0.3910584,0.551869122
0.3912108,0.569376538
0.3913632,0.584392034
0.3919728,0.578050517
0.3921252,0.56431822
0.3922776,0.54446981
0.39243,0.532274661
0.3925824,0.525532863
0.3927348,0.522460534
0.3928872,0.526742895
0.3930396,0.528252484
0.393192,0.525414419
0.3933444,0.524354984
0.3934968,0.526062416
0.3936492,0.527182221
0.3938016,0.528800739
0.393954,0.531854693
0.3941064,0.534707195
0.3942588,0.536893981
0.3944112,0.535933961
0.3945636,0.532826526
0.394716,0.529913326
0.3948684,0.528747258
0.3950208,0.530880236
0.3951732,0.534688493
0.3953256,0.536481888
0.395478,0.535971036
0.3956304,0.533638245
0.3957828,0.531049864
0.3959352,0.530030786
0.3960876,0.528543508
0.39624,0.526413811
0.3963924,0.524948188
0.3965448,0.524067568
0.3966972,0.525252337
0.3968496,0.527049013
0.397002,0.530241754
0.3971544,0.532610636
0.3973068,0.534865339
0.3974592,0.535137006
0.3976116,0.534268853
0.397764,0.53234225
0.3979164,0.531562356
0.3980688,0.530490126
0.3982212,0.531011148
0.3983736,0.532523689
0.398526,0.533634636
0.3986784,0.534622873
0.3988308,0.534192734
0.3989832,0.533260274
0.3991356,0.532932174
0.399288,0.533473539
0.3994404,0.533799342
0.3995928,0.5338584
0.3997452,0.533977829
0.3998976,0.534463417
0.40005,0.53474427
0.4002024,0.534580876
0.4003548,0.533144126
0.4005072,0.530449769
0.4006596,0.529027784
0.400812,0.529115058
0.4009644,0.529908404
0.4011168,0.53158762
0.4012692,0.533596248
0.4014216,0.535806658
0.401574,0.538283813
0.4017264,0.539567996
0.4018788,0.539282549
0.4020312,0.537915685
0.4021836,0.536815237
0.402336,0.536298808
0.4024884,0.536001549
0.4026408,0.536290605
0.4027932,0.53726211
0.4029456,0.538710999
0.403098,0.540926002
0.4032504,0.543109508
0.4034028,0.544232594
0.4035552,0.545111574
0.4037076,0.54483597
